id,text,options,explanation,created_at,quiz_id,modified_at,index,type,pairs,matches,correct_answer,module_id,difficulty,is_deprecated
q_64_m_64_6_4,"When iteratively refining prompts for a GenAI solution, what is a best practice to ensure quality assurance?","[""Making changes directly in production without testing."",""Implementing A/B testing or human evaluation loops to assess prompt effectiveness."",""Relying solely on automated metrics without human feedback."",""Only changing prompts when the model performance significantly degrades.""]","Iterative refinement and quality assurance often involve A/B testing, human evaluation, and continuous monitoring to assess and improve prompt effectiveness.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,4,mcq,null,null,[1],m_64_6,medium,false
q_64_m_64_2_1,A GenAI application needs to support different FMs from various providers and seamlessly switch between them based on cost or performance. What architecture pattern facilitates this flexibility?,"[""Hardcoding a single FM endpoint."",""Building a tightly coupled monolithic application."",""Implementing an abstraction layer or API gateway for FMs."",""Storing all FMs in a single Amazon S3 bucket.""]",Enabling dynamic model/provider switching requires an abstraction layer or API gateway to decouple the application from specific FM implementations.,2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,1,mcq,null,null,[2],m_64_2,medium,false
q_64_m_64_2_2,"An organization requires customizing a base FM for a specific domain task with a small, specialized dataset. Which customization technique is typically used for this purpose, offering efficiency?","[""Training a new FM from scratch."",""Full fine-tuning of all model parameters."",""Using LoRA (Low-Rank Adaptation) or other parameter-efficient fine-tuning methods."",""Only adjusting the prompt without any model modification.""]","LoRA (Low-Rank Adaptation) and other parameter-efficient fine-tuning (PEFT) methods are common for customizing FMs with specialized datasets efficiently, modifying only a small fraction of model parameters.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,2,mcq,null,null,[2],m_64_2,medium,false
q_64_m_64_2_3,"To ensure resilience for a critical GenAI workload, a developer needs to mitigate risks associated with a single FM provider or region. What strategy addresses this requirement?","[""Using only FMs from a single provider."",""Deploying the FM in a single Availability Zone."",""Enabling dynamic switching between FMs across regions or providers."",""Storing FM artifacts in a non-replicated S3 bucket.""]","Ensuring resilience across regions and providers is a key strategy for mitigating single points of failure, often facilitated by dynamic model switching.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,3,mcq,null,null,[2],m_64_2,medium,false
q_64_m_64_2_4,"After fine-tuning a custom FM, where should the model artifacts be registered to enable versioning, lifecycle management, and automated deployment pipelines on AWS?","[""Directly in an Amazon S3 bucket."",""AWS Lambda function code."",""Amazon SageMaker Model Registry."",""AWS CloudFormation template.""]","Amazon SageMaker Model Registry is designed for managing the full lifecycle of models, including versioning, approval workflows, and automated deployment/rollback, which is crucial for customized FMs.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,4,mcq,null,null,[2],m_64_2,medium,false
q_64_m_64_1_5,"A company is designing a new Generative AI application. Which AWS architectural guideline should be primarily leveraged to ensure the solution adheres to best practices for reliability, security, and cost optimization?","[""AWS Serverless Application Model"",""AWS Well-Architected Framework"",""AWS Cloud Development Kit"",""AWS SDK""]","The AWS Well-Architected Framework provides a set of best practices across multiple pillars for designing and operating reliable, secure, efficient, and cost-effective cloud systems, which is crucial for GenAI solutions.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[1],m_64_1,medium,false
q_64_m_64_1_6,"When designing a GenAI solution, what is the key purpose of validating feasibility through proof-of-concepts (POCs)?","[""To finalize budget allocation for the entire project."",""To identify and mitigate technical risks and validate assumptions early in the design phase."",""To train end-users on the new system interface and features."",""To secure immediate production deployment approval from stakeholders.""]","Proof-of-concepts (POCs) are essential for validating technical viability, confirming design assumptions, and addressing potential challenges before committing significant resources to full-scale development.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,6,mcq,null,null,[1],m_64_1,medium,false
q_64_m_64_1_7,"To ensure a GenAI solution remains scalable and cost-efficient as demand changes, which pillar of the AWS Well-Architected Framework should a developer prioritize during the design phase?","[""Security"",""Reliability"",""Performance Efficiency"",""Operational Excellence""]","The Performance Efficiency pillar focuses on using computing resources efficiently to meet system requirements, maintain efficiency as demand changes, and achieve cost optimization, directly impacting scalability and cost.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,7,mcq,null,null,[2],m_64_1,medium,false
q_64_m_64_1_8,"An architect aims to create standardized, reusable components for GenAI solutions across multiple teams and projects. What design principle is being applied here to promote consistency and efficiency?","[""Single tenant architecture"",""Monolithic design"",""Modularity and abstraction"",""Vendor lock-in""]","Modularity and abstraction encourage the creation of independent, self-contained components that can be easily reused across different parts of a system or by various teams, improving efficiency and consistency.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,8,mcq,null,null,[2],m_64_1,medium,false
q_64_m_64_4_5,"A developer needs a scalable, high-performance vector database integrated with rich metadata filtering for a Retrieval Augmented Generation (RAG) solution on AWS. Which AWS service combination is most appropriate?","[""Amazon DynamoDB with S3 for metadata"",""Amazon RDS for PostgreSQL with the pgvector extension"",""Amazon SQS for vector storage"",""Amazon Kinesis Data Streams for real-time vector indexing""]","Amazon RDS for PostgreSQL with the pgvector extension allows for storing and querying vector embeddings directly within a relational database, supporting efficient similarity search and rich metadata filtering.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[1],m_64_4,medium,false
q_64_m_64_4_6,"For storing vector embeddings and supporting advanced features like hierarchical indexing and rich metadata queries, which managed AWS vector store option is explicitly designed for such capabilities?","[""Amazon S3"",""Amazon OpenSearch Service with Neural plugin"",""Amazon SimpleDB"",""AWS Systems Manager Parameter Store""]",Amazon OpenSearch Service with its Neural Search plugin and advanced indexing capabilities (including hierarchical indexing) is well-suited for complex vector search scenarios involving rich metadata.,2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,6,mcq,null,null,[1],m_64_4,medium,false
q_64_m_64_4_7,A GenAI application requires its vector store to be automatically synchronized with changes in the source data to maintain data freshness. What design approach should be implemented?,"[""Perform a full vector store rebuild weekly via manual script."",""Implement a real-time data streaming and indexing pipeline."",""Update the vector store only when the underlying FM is retrained."",""Disable caching to force fresh data retrieval for every query.""]","Automated sync mechanisms typically involve real-time data streaming and indexing pipelines (e.g., using AWS Kinesis or Lambda) to continuously update the vector store as source data changes, ensuring freshness.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,7,mcq,null,null,[1],m_64_4,medium,false
q_66_m_66_3_5,"To proactively identify and remediate deviations from organizational policies and regulatory requirements for generative AI, what mechanism is crucial?","[""Manual security reviews"",""Ad-hoc data audits"",""Automated compliance monitoring"",""Static code analysis""]","Automated compliance monitoring continuously assesses resources and configurations against defined policies, ensuring generative AI systems remain compliant without constant manual oversight.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[2],m_66_3,medium,false
q_64_m_64_4_8,What is a primary advantage of using Amazon Bedrock Knowledge Bases as a vector store solution for RAG compared to self-managing a vector database like Aurora pgvector?,"[""Greater granular control over indexing algorithms and infrastructure."",""Eliminates the need for any document chunking or embedding models."",""Provides a fully managed RAG solution with simplified data ingestion, chunking, and retrieval."",""Offers lower cost for extremely high-volume, custom vector search workloads.""]","Amazon Bedrock Knowledge Bases provide a fully managed service that simplifies the entire RAG pipeline, including data ingestion, chunking, embedding, and retrieval, offering native connectors and streamlining integration.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,8,mcq,null,null,[2],m_64_4,medium,false
q_64_m_64_5_5,"To improve the relevance of retrieved documents for complex user queries in a RAG system, what technique involves breaking down a single complex query into multiple simpler sub-queries?","[""Document chunking"",""Query expansion/decomposition"",""Vector embedding generation"",""Lexical search optimization""]","Query expansion/decomposition helps a RAG system address complex queries more effectively by rephrasing or breaking them down into simpler components, which can lead to better retrieval results.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[1],m_64_5,medium,false
q_64_m_64_5_6,"A developer wants to ensure consistent and unified access to different retrieval sources (e.g., multiple vector stores, a database) within a RAG workflow. What architectural component should be designed?","[""Separate API endpoints for each retrieval source."",""A single, consistent retrieval interface abstraction."",""Manual source selection by the end-user."",""Direct database access for the Foundation Model.""]","A single, consistent retrieval interface abstracts the underlying data sources, providing a uniform way for the RAG system to fetch information, simplifying integration and maintenance of diverse retrieval mechanisms.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,6,mcq,null,null,[1],m_64_5,medium,false
q_64_m_64_5_7,"Which AWS service provides access to powerful embedding models, such as Titan Embeddings, for converting text into numerical vector representations crucial for vector search in RAG workflows?","[""Amazon Comprehend"",""Amazon Rekognition"",""Amazon Bedrock"",""Amazon SageMaker Studio""]","Amazon Bedrock offers access to various foundation models, including Amazon Titan Embeddings, which are used to generate high-quality vector representations of text for similarity search.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,7,mcq,null,null,[2],m_64_5,medium,false
q_68_m_68_1_18,"Which advanced evaluation technique involves using another large language model to assess the quality, coherence, or helpfulness of a GenAI model output?","[""RAG assessment"",""A/B testing"",""LLM-as-a-judge"",""Human feedback loops""]","LLM-as-a-judge uses a powerful LLM to act as an evaluator, scoring or ranking outputs from other GenAI models.",2025-11-27 14:33:23.421033,quiz_domain68_14,2025-11-27 14:33:23.421033,18,mcq,null,null,[2],m_68_1,medium,false
q_66_m_66_2_1,"To ensure secure and private communication between a generative AI application in a VPC and AWS services without traversing the public internet, what should be configured?","[""Security Groups"",""Network ACLs"",""VPC Endpoints"",""Internet Gateway""]","VPC Endpoints allow private connections from your VPC to supported AWS services, enhancing data security by keeping traffic off the public internet.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,1,mcq,null,null,[2],m_66_2,medium,false
q_66_m_66_2_2,A developer needs to restrict access to sensitive training data for a generative AI model based on the principle of least privilege. What AWS security control is essential for this?,"[""AWS WAF rules"",""Security Groups"",""Network ACLs"",""IAM policies""]","IAM policies define permissions for users and roles, enabling fine-grained control over access to AWS resources and enforcing the principle of least privilege for sensitive data.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,2,mcq,null,null,[3],m_66_2,medium,false
q_66_m_66_4_9,A generative AI model must adhere strictly to predefined ethical guidelines and company policies when generating content. Which Amazon Bedrock feature is instrumental in ensuring that the model's outputs are consistently policy-compliant?,"[""Bedrock Agents"",""Bedrock Knowledge Bases"",""Bedrock Guardrails"",""Bedrock Custom Models""]","Bedrock Guardrails enforce policies on model inputs and outputs, ensuring policy-compliant outputs and responsible AI usage.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,9,mcq,null,null,[2],m_66_4,medium,false
q_64_m_64_5_8,"After an initial vector search retrieves a set of candidate documents in a RAG system, what subsequent step is often implemented to refine the order and select the most relevant documents for the final answer?","[""Document encryption"",""Data normalization"",""Reranking"",""Batch data processing""]","Reranking models evaluate the initially retrieved set of documents to re-order them based on a more nuanced understanding of the query and document content, significantly improving the relevance of the final retrieved set.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,8,mcq,null,null,[2],m_64_5,medium,false
q_66_m_66_2_3,"Before using a large dataset for training a generative AI model, a team must identify and protect personally identifiable information (PII). Which AWS services are designed for this task?","[""Amazon Rekognition and Amazon Textract"",""AWS Comprehend and Amazon Macie"",""AWS Config and AWS CloudTrail"",""Amazon GuardDuty and AWS Shield""]","Amazon Comprehend can detect PII in text, while Amazon Macie uses machine learning to discover, classify, and protect sensitive data, including PII, across AWS.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,3,mcq,null,null,[1],m_66_2,medium,false
q_64_m_64_3_5,"A Generative AI application needs to consume various data types including text from documents, images, and audio transcripts. What kind of processing pipeline is explicitly required to handle these diverse inputs effectively?","[""A batch processing pipeline."",""A multimodal data processing pipeline."",""A real-time transactional pipeline."",""A unimodal data pipeline.""]","Multimodal data processing pipelines are designed to ingest, process, and integrate different data types (text, image, audio, video) into a unified format suitable for consumption by AI models, which is essential for advanced GenAI applications.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[1],m_64_3,medium,false
q_64_m_64_3_6,"To ensure the quality of input data consumed by Foundation Models (FMs), which AWS service can be utilized to define, monitor, and enforce data quality rules directly within ETL workflows?","[""Amazon Kinesis Data Firehose"",""AWS Glue Data Quality"",""Amazon Redshift Spectrum"",""Amazon Athena""]","AWS Glue Data Quality allows developers to define, monitor, and manage data quality rules directly within AWS Glue ETL jobs, ensuring that data meets specified standards before being used by FMs.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,6,mcq,null,null,[1],m_64_3,medium,false
q_64_m_64_1_19,An AI developer is designing a Retrieval Augmented Generation (RAG) system on AWS. Order the essential architectural steps for building this solution.,"[""Implement a retrieval mechanism to query the vector store based on the user's input, identifying the most relevant document chunks for context."",""Ingest and chunk source documents from various data sources, perform data cleaning and preprocessing, and then create numerical vector embeddings using a chosen embedding model, potentially involving custom fine-tuning for domain-specific contexts to enhance relevance."",""Populate a vector database with the generated embeddings, ensuring efficient indexing for fast retrieval."",""Orchestrate the user's prompt, the retrieved contextual information, and a selected Foundation Model to generate the final, coherent response.""]","The correct sequence for a RAG system begins with preparing the data (ingesting, chunking, embedding), then storing these embeddings in a vector database. Next, a retrieval mechanism identifies relevant context from the store. Finally, this context is combined with the user's prompt and sent to a Foundation Model for response generation.",2025-12-18 03:20:27.499412,quiz_domain64_14,2025-12-18 03:20:27.499412,19,ordering,null,null,"[1,2,0,3]",m_64_1,medium,false
q_66_m_66_2_4,"To protect customer privacy while still allowing the use of production data for generative AI model development and testing, what technique should be applied?","[""Encryption at rest"",""Data masking and anonymization"",""Network segmentation"",""Access control lists""]","Data masking and anonymization transform sensitive data into non-sensitive but realistic data, preserving privacy while allowing data utility for development and testing.",2025-11-27 01:45:53.323923,quiz_domain66_14,2025-11-27 01:45:53.323923,4,mcq,null,null,[1],m_66_2,medium,false
q_64_m_64_3_7,"A developer is preparing raw, unstructured customer feedback for a GenAI model. Beyond cleaning, what is a crucial step to make this data consumable by the FM, considering model-specific requirements?","[""Archiving the data in S3 Glacier for long-term storage."",""Formatting inputs precisely according to the specific model requirements."",""Deleting all sensitive Personally Identifiable Information (PII) without replacement."",""Converting all text to uppercase to ensure consistent casing.""]","Foundation models have specific input formats, token limits, and prompt structures that raw data must adhere to for proper processing. Formatting inputs according to these requirements is crucial.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,7,mcq,null,null,[1],m_64_3,medium,false
q_64_m_64_3_8,"Which AWS service is most suitable for building a serverless, event-driven pipeline to process and enhance unstructured text data, potentially using services like Bedrock or Comprehend, before feeding it to an FM?","[""AWS EC2 instances"",""AWS Lambda"",""Amazon ECS containers"",""AWS Batch jobs""]","AWS Lambda is ideal for serverless, event-driven data processing, allowing developers to easily integrate with other AWS AI services (like Bedrock or Comprehend) for text enhancement without managing underlying servers.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,8,mcq,null,null,[1],m_64_3,medium,false
q_64_m_64_6_5,"To improve the accuracy and relevance of a Foundation Model's response by explicitly guiding it through intermediate reasoning steps, what advanced prompt technique should be utilized?","[""Zero-shot prompting"",""Few-shot prompting"",""Chain-of-thought prompting"",""Direct instruction prompting""]","Chain-of-thought prompting encourages the model to generate a series of explicit intermediate reasoning steps before arriving at the final answer, which often leads to more accurate and logical outputs for complex tasks.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,5,mcq,null,null,[2],m_64_6,medium,false
q_64_m_64_6_6,"An organization needs to enforce content policies and prevent FMs from generating undesirable, harmful, or off-topic outputs in a GenAI application. Which AWS Bedrock feature is specifically designed for this purpose?","[""Bedrock Agents"",""Bedrock Knowledge Bases"",""Bedrock Guardrails"",""Bedrock Custom Models""]","Amazon Bedrock Guardrails allow developers to implement safety policies, deny specific topics, and filter undesirable content in FM interactions, ensuring responsible AI usage and adherence to content guidelines.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,6,mcq,null,null,[2],m_64_6,medium,false
q_64_m_64_6_7,"A developer wants to manage, version, and share a standardized library of effective prompts across different GenAI applications and teams within AWS. Which Bedrock feature directly facilitates this?","[""Amazon S3 buckets"",""AWS CodeCommit repositories"",""Amazon Bedrock Prompt Management"",""AWS Secrets Manager""]","Amazon Bedrock Prompt Management provides capabilities to store, version, test, and deploy prompts, streamlining prompt engineering workflows and enabling collaborative prompt development and governance.",2025-11-27 01:45:53.323923,quiz_domain64_14,2025-11-27 01:45:53.323923,7,mcq,null,null,[2],m_64_6,medium,false
