id,text,options,explanation,created_at,quiz_id,modified_at,index,type,pairs,matches,correct_answer,module_id,difficulty,is_deprecated
q_14_m_14_1_29,"An ML team needs a centralized repository to store, update, and retrieve machine learning features for training and inference. Which SageMaker service is designed for this?","[""SageMaker Data Wrangler"",""SageMaker Clarify"",""SageMaker Feature Store"",""SageMaker Ground Truth""]",SageMaker Feature Store is a purpose-built repository for ML features.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,29,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_1_30,A data engineer needs to combine data from multiple disparate sources before training. Which two AWS services are mentioned for merging these datasets?,"[""AWS Lambda and Amazon S3"",""Amazon Kinesis and AWS Flink"",""AWS Glue and Apache Spark"",""SageMaker Data Wrangler and Feature Store""]",AWS Glue and Apache Spark are commonly used for merging data from various sources.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,30,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_2_26,What common data cleaning technique is explicitly mentioned for handling missing values or gaps in a dataset?,"[""Deduplication"",""Imputing missing values"",""Outlier detection"",""Feature scaling""]",Imputing missing values is a standard technique to handle gaps in a dataset.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,26,mcq,null,null,[1],m_14_2,medium,false
q_14_m_14_2_27,"To ensure numerical features contribute equally to a model, which feature engineering technique is commonly applied from the module's description?","[""Binning"",""Encoding"",""Normalizing"",""Deduplication""]",Normalizing (and scaling) numerical features helps ensure they contribute equally to a model.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,27,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_28,An ML project requires human annotation of a large dataset to create labels for supervised learning. Which AWS service is designed for this task?,"[""AWS Glue"",""Amazon DataBrew"",""SageMaker Ground Truth"",""Amazon EMR""]",SageMaker Ground Truth is used for labeling datasets with human annotators.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,28,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_29,How can an ML engineer transform streaming data in near real-time before ingestion into a feature store or model endpoint?,"[""Using AWS DataBrew for batch processing"",""Running EMR jobs hourly"",""Leveraging Lambda or Spark for transformations"",""Manually cleaning in S3""]",AWS Lambda and Spark are suitable for real-time or near real-time transformations of streaming data.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,29,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_30,"A data scientist needs a visual tool to clean and normalize a dataset without writing extensive code. Which AWS service is suitable for this, as mentioned?","[""Amazon EMR"",""AWS Lambda"",""AWS Glue"",""Amazon DataBrew""]",Amazon DataBrew is a visual data preparation tool that allows cleaning and normalizing data without code.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,30,mcq,null,null,[3],m_14_2,medium,false
q_15_m_15_3_1,A data scientist notices their model performs exceptionally well on training data but poorly on unseen validation data. What common issue does this behavior indicate?,"[""Underfitting"",""Overfitting"",""Bias"",""Data leakage""]","Overfitting occurs when a model learns the training data too well, capturing noise and specific patterns that do not generalize to new data.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,1,mcq,null,null,[1],m_15_3,medium,false
q_15_m_15_3_2,Which SageMaker feature is specifically designed to help evaluate a machine learning model for potential biases and provide explainability insights?,"[""SageMaker Model Monitor"",""SageMaker Clarify"",""SageMaker Feature Store"",""SageMaker Ground Truth""]","SageMaker Clarify provides tools to detect bias in datasets and models, and to explain predictions, enhancing transparency and fairness.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,2,mcq,null,null,[1],m_15_3,medium,false
q_15_m_15_3_3,"For a binary classification model, a high F1 score is desired. Which two metrics are balanced by the F1 score, making it suitable for imbalanced datasets?","[""Accuracy and Recall"",""Precision and Recall"",""RMSE and AUC"",""True Positives and True Negatives""]","The F1 score is the harmonic mean of precision and recall, offering a balanced measure for classification tasks, especially with imbalanced classes.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,3,mcq,null,null,[1],m_15_3,medium,false
q_15_m_15_3_4,A machine learning engineer wants to compare a new model variant against the current production model's performance without impacting live users. What evaluation strategy is best?,"[""A/B testing"",""Shadow deployment"",""Canary deployment"",""Blue/green deployment""]","Shadow deployment routes a copy of production traffic to the new model variant for evaluation, without affecting the live user experience.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,4,mcq,null,null,[1],m_15_3,medium,false
q_15_m_15_3_5,"During a SageMaker training job, the model's loss plateaus and does not converge. Which SageMaker feature can help diagnose the underlying issue with the training process?","[""SageMaker Model Monitor"",""SageMaker Experiments"",""SageMaker Model Debugger"",""SageMaker JumpStart""]",SageMaker Model Debugger helps in identifying issues like vanishing/exploding gradients or non-convergence during model training by monitoring tensors.,2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,5,mcq,null,null,[2],m_15_3,medium,false
q_15_m_15_1_1,A business requires a solution to automatically convert audio speech into text transcripts. Which AWS AI service is most suitable for this specific task?,"[""Amazon Rekognition"",""Amazon Polly"",""Amazon Transcribe"",""Amazon Translate""]","Amazon Transcribe is specifically designed for automatic speech recognition (ASR), converting audio into text.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,1,mcq,null,null,[2],m_15_1,medium,false
q_15_m_15_1_2,"Before selecting a machine learning algorithm or model, what is a fundamental initial step to ensure a viable solution and manage expectations?","[""Hyperparameter tuning"",""Model deployment"",""Assessing data feasibility"",""Ensembling models""]","Assessing data feasibility early ensures the problem can realistically be solved with the available data, preventing wasted effort.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,2,mcq,null,null,[2],m_15_1,medium,false
q_15_m_15_1_7,A company wants to automatically identify objects and scenes within images and videos for content moderation. Which AWS AI service is most suitable for this task?,"[""Amazon Transcribe"",""Amazon Translate"",""Amazon Rekognition"",""Amazon Comprehend""]","Amazon Rekognition is an AI service that provides image and video analysis capabilities for object, scene, and activity detection.",2025-11-19 03:53:20.321597,quiz_domain15_3,2025-11-19 03:53:20.321597,7,mcq,null,null,[2],m_15_1,medium,false
q_14_m_14_1_5,"When choosing the initial storage solution for machine learning data, a solutions architect must prioritize long-term cost-effectiveness and query performance. What key factor should guide this decision?","[""Programming language support"",""User interface complexity"",""Data structure"",""Network latency to end-users""]","Initial storage choice is guided by cost, performance, and the structure of the data, which influences the most appropriate storage service.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,5,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_1_15,"An ML engineer needs to combine data from disparate sources (e.g., S3, RDS) before feature engineering. Which AWS service can effectively merge these datasets?","[""AWS Lambda"",""Amazon SQS"",""AWS Glue"",""Amazon Athena""]",AWS Glue and Spark are mentioned as services for merging data sources to create unified datasets for ML.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,15,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_3_1,A data scientist needs to identify potential biases in a training dataset before model deployment. Which AWS service is specifically designed to detect such biases?,"[""AWS Glue Data Quality"",""Amazon SageMaker Clarify"",""AWS Config"",""Amazon CloudWatch""]",Amazon SageMaker Clarify is designed to detect bias in machine learning models and datasets.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,1,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_3_2,"To mitigate detected bias in a dataset, an engineer decides to generate additional data points. Which technique, explicitly mentioned for bias mitigation, is most appropriate for this purpose?","[""Feature scaling"",""Data validation"",""Synthetic data generation"",""Model hyperparameter tuning""]",Synthetic data generation is a method for mitigating bias by creating new data points that balance the dataset.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,2,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_2_11,A dataset contains numerous missing values. What is a common data cleaning technique to handle these missing values before training an ML model?,"[""Deduplication"",""Outlier removal"",""Feature scaling"",""Imputation""]","Imputing missing values is a standard technique for handling gaps in datasets, as outlined in the data cleaning section.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,11,mcq,null,null,[3],m_14_2,medium,false
q_14_m_14_3_3,"Before using a newly ingested dataset for training, a machine learning engineer wants to validate its quality and consistency against defined rules. Which AWS service is best suited for this task?","[""Amazon S3"",""AWS Glue Data Quality"",""Amazon Athena"",""AWS Key Management Service""]",AWS Glue Data Quality is used to validate data quality and consistency within datasets.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,3,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_3_4,A healthcare organization must process patient data while adhering to PII and PHI compliance requirements. Which data preparation technique helps ensure data privacy and regulatory compliance?,"[""Feature engineering"",""Dataset augmentation"",""Data anonymization"",""Model explainability""]","Data anonymization, masking, and encryption are crucial techniques for complying with PII/PHI regulations.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,4,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_3_5,A machine learning engineer is preparing a dataset for model training and needs to ensure random distribution across batches. Which common technique is used to prevent order-based biases?,"[""Data binning"",""Feature scaling"",""Dataset shuffling"",""Outlier removal""]","Shuffling datasets helps ensure random distribution of data, preventing biases introduced by the order of samples.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,5,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_1_1,"A real-time recommendation system requires ingesting continuous streams of user interaction data for immediate processing. Which AWS service is ideal for high-throughput, real-time data ingestion?","[""Amazon S3"",""AWS EFS"",""Amazon Kinesis"",""AWS FSx""]",Amazon Kinesis is designed for ingesting and processing large streams of data in real-time.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,1,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_2_68,"Which feature selection and dimensionality reduction technique transforms original features into a new set of orthogonal features, ordered by variance?","[""Normalization"",""Encoding"",""Principal Component Analysis (PCA)"",""Binning""]","Option C (Principal Component Analysis (PCA)) is the correct technique. PCA is a widely used dimensionality reduction technique that transforms a set of correlated variables into a smaller set of uncorrelated variables called principal components, which capture most of the variance in the data. Option A (Normalization) scales features. Option B (Encoding) converts categorical to numerical. Option D (Binning) groups continuous values.",2026-03-20 03:17:02.105065,quiz_domain14_3,2026-03-20 03:17:02.105065,96,mcq,null,null,[2],m_14_2,easy,false
q_14_m_14_2_1,"During data preprocessing, an engineer identifies several data points significantly deviating from the norm, potentially skewing model training. What data cleaning technique should be applied to address these unusual values?","[""Feature scaling"",""Data imputation"",""Outlier handling"",""One-hot encoding""]","Outlier handling involves identifying and managing data points that are significantly different from the majority, preventing them from negatively impacting model training.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,1,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_2,"To ensure that all numerical features contribute equally to a machine learning model, preventing features with larger ranges from dominating, which technique should be applied?","[""Data deduplication"",""Feature scaling"",""Label encoding"",""Data augmentation""]","Feature scaling (e.g., normalization or standardization) transforms numerical features to a common range, ensuring no single feature dominates the model due to its magnitude.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,2,mcq,null,null,[1],m_14_2,medium,false
q_14_m_14_2_3,"A data scientist needs to visually prepare, clean, and normalize a dataset without writing extensive code for a machine learning pipeline. Which AWS service is specifically designed for low-code data preparation?","[""AWS Glue"",""Amazon EMR"",""AWS DataBrew"",""AWS Lambda""]",AWS DataBrew is a visual data preparation tool that allows users to clean and normalize data without writing code.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,3,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_4,A computer vision project requires a large dataset of images to be manually annotated with bounding boxes for object detection. Which AWS service is ideal for managing this labeling workflow?,"[""Amazon Rekognition"",""Amazon Textract"",""Amazon SageMaker Ground Truth"",""Amazon Comprehend""]",Amazon SageMaker Ground Truth provides tools to build and manage high-quality training datasets by labeling data.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,4,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_5,"A system processes real-time sensor data, requiring immediate transformations like filtering and aggregation before storage. Which combination of AWS services could efficiently handle this streaming data transformation?","[""S3 and Athena"",""Redshift and Glue"",""Lambda and Spark"",""EC2 and RDS""]","AWS Lambda and Apache Spark (often on EMR or Kinesis Analytics) are common choices for real-time, streaming data transformations.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,5,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_3_6,An ML team needs to identify potential biases within their training datasets before model deployment. Which AWS service helps detect and understand these biases effectively?,"[""AWS Glue"",""Amazon SageMaker Clarify"",""AWS DataBrew"",""Amazon Redshift""]",Amazon SageMaker Clarify is specifically designed to detect and understand bias in machine learning models and datasets.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,6,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_3_7,"A data scientist identifies significant bias in a dataset. To mitigate this issue before training, which data manipulation technique is recommended?","[""Data deduplication"",""Feature scaling"",""Resampling or generating synthetic data"",""Outlier removal""]",Resampling data or generating synthetic data are common and effective strategies to mitigate detected bias in datasets.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,7,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_3_8,"During an ETL process, a data engineer needs to validate the quality of transformed data against predefined rules. Which AWS service is best suited for this task?","[""AWS Lambda"",""Amazon Kinesis"",""AWS Glue Data Quality"",""Amazon Athena""]",AWS Glue Data Quality allows defining and monitoring data quality rules within ETL pipelines to ensure data integrity.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,8,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_3_9,"To ensure compliance with data privacy regulations like PII and PHI, how should sensitive customer information be handled before using it for model training?","[""Store data unencrypted"",""Anonymize or mask the data"",""Share data without restriction"",""Delete all sensitive data immediately""]",Anonymizing or masking sensitive data is crucial for privacy compliance while still allowing the data to be used for model training.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,9,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_3_10,A machine learning engineer is preparing a dataset for training. What is a standard practice to improve model generalization and prevent overfitting?,"[""Increase dataset size only"",""Split the dataset into train/validation/test sets"",""Remove all categorical features"",""Use only a single feature for training""]","Splitting datasets into train, validation, and test sets, often with shuffling and augmentation, is a standard practice to improve model generalization.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,10,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_1_6,"For efficient storage and query performance of large analytical datasets in AWS, which data format is generally preferred due to its columnar nature and compression benefits?","[""CSV"",""JSON"",""Parquet"",""XML""]","Parquet is a columnar storage format widely used in big data analytics for its efficiency, compression, and predicate pushdown capabilities.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,6,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_1_7,A data architect needs to design a solution for ingesting real-time sensor data streams into an AWS data lake for immediate analysis and ML processing. Which service is appropriate for real-time ingestion?,"[""Amazon S3"",""AWS EFS"",""Amazon Kinesis"",""AWS FSx""]","Amazon Kinesis is designed for ingesting and processing large streams of data records in real-time, making it suitable for sensor data.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,7,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_1_8,"An ML team wants to reuse pre-computed, consistent features across multiple models with low-latency access during inference. Which AWS service is designed for this purpose?","[""Amazon S3"",""Amazon SageMaker Feature Store"",""Amazon RDS"",""AWS Glue Data Catalog""]","Amazon SageMaker Feature Store is a purpose-built repository for storing, updating, retrieving, and sharing machine learning features for training and inference.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,8,mcq,null,null,[1],m_14_1,medium,false
q_14_m_14_1_9,"A company has disparate datasets stored in S3, requiring merging and schema transformation before ML model training. Which AWS service can perform these ETL operations at scale?","[""AWS Lambda"",""Amazon SQS"",""AWS Glue"",""Amazon DynamoDB""]","AWS Glue is a serverless data integration service that makes it easy to discover, prepare, and combine data for analytics and machine learning.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,9,mcq,null,null,[2],m_14_1,medium,false
q_14_m_14_2_12,"To ensure numerical features with different scales contribute equally to a distance-based ML model, what feature engineering technique should be applied?","[""Binning"",""Encoding"",""Normalization"",""Deduplication""]","Scaling and normalizing features are crucial to ensure they have similar ranges or distributions, preventing features with larger values from dominating the model.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,12,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_1_10,"When choosing the initial storage solution for raw data for an ML project, what are the key factors to consider for optimal selection?","[""Data volume and network speed"",""Cost, performance, and data structure"",""Application compatibility and vendor lock-in"",""Development team size and project timeline""]","Key considerations for initial data storage include balancing cost-effectiveness, meeting performance requirements, and aligning with the data's structure.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,10,mcq,null,null,[1],m_14_1,medium,false
q_14_m_14_2_6,A dataset for a regression model contains numerous missing values in critical features. What is a common and essential data cleaning step to address this issue?,"[""Normalize all numerical features"",""Impute the missing values"",""Remove duplicate rows"",""Convert categorical features to numerical""]",Imputing missing values is a crucial data cleaning step to ensure data completeness and prevent issues during model training.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,6,mcq,null,null,[1],m_14_2,medium,false
q_14_m_14_2_7,"For a machine learning model, numerical features have vastly different ranges. Which feature engineering technique helps bring these values to a comparable scale?","[""One-hot encoding"",""Binning"",""Feature scaling (normalization/standardization)"",""Log transformation""]","Feature scaling, including normalization or standardization, transforms numerical features to a common range, improving model performance.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,7,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_2_8,"A data analyst needs to interactively clean, transform, and prepare a dataset for ML without extensive coding. Which AWS service provides a visual interface for these tasks?","[""Amazon EC2"",""AWS Glue DataBrew"",""Amazon Rekognition"",""AWS Step Functions""]","AWS Glue DataBrew provides a visual interface for data preparation and transformation, enabling users to clean and normalize data without writing code.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,8,mcq,null,null,[1],m_14_2,medium,false
q_14_m_14_2_9,A supervised machine learning project requires accurately labeled images for training a classification model. Which AWS service helps manage and accelerate the data labeling process?,"[""Amazon Textract"",""AWS Ground Truth"",""Amazon Comprehend"",""AWS AppSync""]",AWS Ground Truth is a managed service that helps you build high-quality training datasets for machine learning by providing human and machine labeling capabilities.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,9,mcq,null,null,[1],m_14_2,medium,false
q_14_m_14_2_10,"To process and transform incoming streaming data in real-time before feeding it into an ML inference endpoint, which serverless AWS service can be used?","[""AWS Batch"",""Amazon S3"",""AWS Lambda"",""Amazon SNS""]","AWS Lambda can be used to perform real-time, serverless transformations on streaming data by processing events from sources like Kinesis or SQS.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,10,mcq,null,null,[2],m_14_2,medium,false
q_14_m_14_3_11,An ML engineer needs to validate the quality of transformed datasets within an ETL pipeline. Which AWS service offers specific capabilities for this task?,"[""AWS Glue Data Quality"",""Amazon SageMaker Clarify"",""AWS Ground Truth"",""Amazon S3 Glacier""]","AWS Glue Data Quality is designed to measure, monitor, and manage data quality during ETL processes using a rules engine.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,11,mcq,null,null,[0],m_14_3,medium,false
q_14_m_14_3_12,"During data preparation, a data scientist detects unwanted bias in the training dataset. Which technique is effective for mitigating this bias?","[""Data deduplication"",""Feature scaling"",""Dataset resampling"",""Missing value imputation""]","Resampling, along with generating synthetic data, are explicit techniques mentioned for mitigating bias in the module description.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,12,mcq,null,null,[2],m_14_3,medium,false
q_14_m_14_3_13,"To ensure compliance with PII regulations for sensitive customer data, what is the recommended data preparation step before ML model training?","[""Augmenting the dataset"",""Anonymizing or masking data"",""Shuffling the dataset"",""Splitting the dataset""]","The module description specifically mentions anonymizing, masking, and encrypting data to comply with PII, PHI, and residency requirements.",2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,13,mcq,null,null,[1],m_14_3,medium,false
q_14_m_14_3_14,Which AWS service is specifically designed to help detect and understand potential bias in ML training data and model predictions?,"[""AWS Glue"",""Amazon SageMaker Clarify"",""AWS DataBrew"",""Amazon Kinesis""]",Amazon SageMaker Clarify is explicitly mentioned for detecting bias in datasets and models.,2025-11-19 03:53:20.321597,quiz_domain14_3,2025-11-19 03:53:20.321597,14,mcq,null,null,[1],m_14_3,medium,false
