question_id,certification,source_file
q_62_m_62_7_62,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_65,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_66,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_69,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_72,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_73,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_3_56,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_3_62,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_3_65,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_3_67,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_4_58,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_4_60,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_4_63,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_5_59,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_5_61,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_6_47,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_6_59,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_8_43,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_1_90,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_1_94,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_70,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_38,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_2_62,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_1_47,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_1_49,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_5_32,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_5_42,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_6_29,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_2_100,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_3_98,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_3_102,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_4_90,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_4_94,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_4_95,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_2_91,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_75,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_80,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_1_82,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_1_84,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_2_84,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_7_87,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_3_63,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_2_90,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_4_103,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_2_105,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_89,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_2_94,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_3_81,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_62_m_62_2_90,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_127,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_133,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_111,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_113,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_1_116,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_2_91,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_60_m_60_2_95,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_101,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_61_m_61_1_102,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_1_106,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_1_108,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_63_m_63_2_105,13_cloud_practitioner,13_cloud_practitioner_results.txt
q_64_m_64_3_3,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_1,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_8,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_4_8,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_4,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_3,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_4,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_7,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_8,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_5,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_6,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_6,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_11,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_11,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_9,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_13,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_13,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_5,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_9,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_7,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_4,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_8,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_9,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_9,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_9,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_11,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_14,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_18,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_5_17,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_5_18,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_17,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_18,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_17,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_20,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_11,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_11,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_11,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_12,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_12,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_12,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_12,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_13,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_13,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_13,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_14,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_14,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_14,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_15,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_15,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_15,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_16,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_16,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_16,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_17,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_17,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_17,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_19,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_19,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_20,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_20,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_21,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_21,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_21,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_21,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_22,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_23,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_23,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_24,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_24,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_25,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_25,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_25,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_10,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_4_10,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_5_10,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_10,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_10,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_11,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_12,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_4_12,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_12,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_13,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_15,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_16,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_16,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_17,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_18,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_18,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_18,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_12,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_17,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_16,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_17,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_18,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_19,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_21,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_21,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_21,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_22,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_23,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_23,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_23,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_24,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_24,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_24,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_27,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_27,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_28,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_28,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_29,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_29,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_30,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_30,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_30,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_31,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_31,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_31,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_32,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_32,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_33,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_33,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_33,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_34,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_34,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_34,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_35,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_35,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_35,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_21,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_21,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_22,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_23,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_24,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_25,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_25,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_26,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_27,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_28,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_37,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_39,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_40,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_43,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_43,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_44,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_24,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_26,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_27,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_32,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_37,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_22,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_25,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_26,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_29,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_32,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_4_60,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_5_48,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_5_60,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_54,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_46,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_49,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_55,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_1_92,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_4_86,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_5_74,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_5_76,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_3_69,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_68,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_6_70,14_genai_professional,14_genai_professional_results.txt
q_64_m_64_2_59,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_63,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_49,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_45,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_66,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_60,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_52,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_41,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_44,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_46,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_48,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_41,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_45,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_29,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_80,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_3_77,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_100,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_93,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_3_95,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_78,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_82,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_85,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_1_86,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_5_76,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_5_82,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_68,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_4_77,14_genai_professional,14_genai_professional_results.txt
q_65_m_65_2_71,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_66,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_101,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_107,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_113,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_114,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_1_119,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_111,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_117,14_genai_professional,14_genai_professional_results.txt
q_67_m_67_2_125,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_50,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_52,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_54,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_60,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_67,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_55,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_62,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_86,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_4_54,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_1_91,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_111,14_genai_professional,14_genai_professional_results.txt
q_68_m_68_2_133,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_92,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_95,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_3_99,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_109,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_114,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_1_117,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_80,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_81,14_genai_professional,14_genai_professional_results.txt
q_66_m_66_2_101,14_genai_professional,14_genai_professional_results.txt
q_7_m_7_2_48,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_81,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_2_79,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_1_34,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_2_98,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_1_37,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_55,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_32,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_55,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_2_36,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_1_39,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_1_44,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_4_38,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_26,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_61,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_66,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_67,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_76,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_2_53,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_2_58,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_1_97,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_42,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_43,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_55,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_69,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_73,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_1_59,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_2_71,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_66,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_69,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_71,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_2_48,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_2_50,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_2_58,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_1_59,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_41,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_43,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_52,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_130,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_2_101,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_1_118,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_77,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_1_70,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_85,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_88,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_91,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_2_94,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_3_84,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_3_88,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_3_94,1_ai_practitioner,1_ai_practitioner_results.txt
q_5_m_5_2_83,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_80,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_85,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_93,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_90,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_3_91,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_80,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_81,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_87,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_90,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_1_94,1_ai_practitioner,1_ai_practitioner_results.txt
q_6_m_6_2_79,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_2_68,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_2_72,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_1_69,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_1_72,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_4_71,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_4_74,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_4_76,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_68,1_ai_practitioner,1_ai_practitioner_results.txt
q_7_m_7_3_69,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_141,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_147,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_151,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_1_153,1_ai_practitioner,1_ai_practitioner_results.txt
q_8_m_8_2_119,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_1_126,1_ai_practitioner,1_ai_practitioner_results.txt
q_9_m_9_1_127,1_ai_practitioner,1_ai_practitioner_results.txt
